course_name,course_subject,course_number,course_desc,course_link
Quantitative Human Systems Physiology,PHYS,443,"Prerequisite: Open to all in-program Science and Engineering students with a minimum of 45 university credits (not including Cegep-level science prerequisites), or permission of the instructor. This course addresses important concepts of quantitative systems physiology and the physical bases of physiological function in different organ systems. Students become familiar with the structure and functional principles of the main physiological systems, and how to quantify them. These include the nervous, cardiovascular, respiratory and muscular systems. Important biophysical principles and quantitative physiological methods are presented. These include biophysics of muscle contractions, fluid dynamics in the cardiovascular system, respiration gas exchange and neuronal communication, and how the biophysics of neuronal communications can be used to image brain activity",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-230.html#courses
Quantum Mechanics I,PHYS,377,"Prerequisite: PHYS 367. Schrödinger equation, probabilistic interpretation, normalization, expectation values, the uncertainty principle, stationary states, the free particle, infinite square well, the finite square well, the harmonic oscillator, the delta potential, the scattering matrix, vector spaces, postulates of quantum mechanics, operators and eigenvectors, compatible observables, the uncertainty relations, time-evolution of states, Ehrenfest’s equations, the variational principle, nondegenerate time-independent perturbation theory, degenerate perturbation theory, spherical coordinates and the hydrogen atom, angular momentum, spin, addition of angular momenta",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-230.html#courses
Quantum Mechanics II,PHYS,478,"Prerequisite: PHYS 377. Particle states, classification of symmetry, parity, numerical solution of Schrödinger’s equation, WKB approximation, variational method, alpha decay probability, time-dependent perturbation theory, systems of particles in one dimension, interacting particles, identical particles, Pauli exclusion Principle, Motion in three dimensions, hydrogen atom, angular momentum and spin, Pauli spin matrices, Dirac’s relativistic wave equation.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-230.html#courses
Selected Topics in Physics,PHYS,399,No Description,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-230.html#courses
Selected Topics in Physics,PHYS,299,No Description,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-230.html#courses
Selected Topics in Physics,PHYS,398,No Description,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-230.html#courses
Selected Topics in Physics,PHYS,298,No Description,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-230.html#courses
Solid State Physics,PHYS,459,"Prerequisite: PHYS 377 previously or concurrently. Drude and Sommerfeld theory of metals, crystal lattices, reciprocal lattice, electron levels in periodic potentials, tight-binding method, semiclassical model of electron dynamics and of conduction in metals, relaxation-time approximation, Boltzmann equation, homogeneous semiconductors, lattice vibrations, Fermi surface, cohesive energy.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-230.html#courses
Specialization Research Project,PHYS,497,"Prerequisite: PHYS 330; or PHYS 290, 291, 293, 297, 394; and enrolment in the Specialization in Physics; and 45 credits completed in Physics; or permission of the Department. This is an independent studies course for advanced specialization students in which a special topic in physics, biophysics, or applied physics is studied under the supervision of a faculty member. The student is required to write a report and give a brief presentation.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-230.html#courses
Statistical Physics,PHYS,435,"Prerequisite: PHYS 334, 367. Statistical concepts, probability, Gaussian probability distribution, statistical ensemble, macrostates and microstates, thermodynamic probability, statistical thermodynamics, reversible and irreversible processes, entropy, thermodynamic laws and statistical relations, partition functions, Maxwell’s distributions, phase transformation, Maxwell-Boltzmann, Fermi-Dirac, and Bose-Einstein statistics, quantum statistics in classical limit, black-body radiation, conduction of electrons in metal, interacting particle system, lattice vibrations, virial coefficients, Weiss molecular field approximation, Kinetic theory of gases, Boltzman equation. Lectures on",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-230.html#courses
Thermodynamics,PHYS,334,"Prerequisite: PHYS 204 or equivalent; MAST 218 or equivalent, MAST 219 previously or concurrently. Equation of state, ideal and real gases, thermodynamic surfaces, first law of thermodynamics, isothermal and adiabatic processes, the energy equation, liquefaction of gases, Carnot engine, second law of thermodynamics, entropy, third law, thermodynamic potentials, Clausius-Clapeyron equation, kinetic theory, equipartition of energy, Van der Waals’ equation, transport phenomena, probability and thermal distributions. Lectures only",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-230.html#courses
Waves and Modern Physics,PHYS,206,"Prerequisite: PHYS 204 or equivalent. Simple harmonic motion. Wave propagation. Superposition. Stationary waves. Doppler effect. Interference. Diffraction. Photoelectric effect. Compton effect. Bohr’s atom. Radioactivity, fission, fusion. Lectures only",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-230.html#courses
Religion and Politics,POLI,389,"Prerequisite: POLI 206 or permission of the Department. This course studies the relationship between religion and politics with reference to historical, philosophical, theological and contemporary political thought.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Introduction to the United Nations,POLI,216,"This course examines the operations and issues of the United Nations organization. It covers the operation of the Security Council and other components of the United Nations. It surveys micro-issues such as routine operations, the internal bureaucracy, the ethics of its procedures, and its historical background",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Advanced International Political Economy,POLI,402,"Prerequisite: See N.B. number (3) and POLI 205; or permission of the Department. This course covers both the major theoretical approaches in International Political Economy (IPE) and the practical efforts of states to shape, control, and adapt to the international economic system. Students develop and continually practise the skills of logically coherent analysis, discussion, and presentation",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Advanced Seminar in Canadian and Quebec Politics,POLI,488,Prerequisite: See N.B. number (3) and POLI 204,
Advanced Seminar in Comparative Politics,POLI,487,Prerequisite: See N.B. number (3) and POLI 204,
Advanced Seminar in European Politics,POLI,481,Prerequisite: See N.B. number (3) and POLI 204,
Advanced Seminar in International Relations,POLI,486,Prerequisite: See N.B. number (3) and POLI 204,
Advanced Seminar in International Relations Theory,POLI,400,"Prerequisite: See N.B. number (3) and POLI 205; or permission of the Department. This course addresses central questions of international relations theory, such as the causes of war, the paths to peace and co-operation, and the relationship between power and wealth. Students consider major paradigmatic approaches to these questions from realist, liberal and constructivist perspectives, as well as the utility of eclectic or cross-paradigmatic approaches.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Advanced Seminar in Political Theory,POLI,490,Prerequisite: See N.B. number (3) and POLI 206,
Advanced Seminar in Public Policy and Administration,POLI,489,Prerequisite: See N.B. number (3) and POLI 203 or 204,
Advanced Seminar in U.S. Politics,POLI,435,"Prerequisite: See N.B. number (3) and POLI 203; or permission of the Department. This course examines specific substantive or thematic topics in U.S. government and politics, such as the U.S. Congress and the legislative process, U.S. constitutional law, U.S. law and society, and American political development.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Advocacy Groups and Public Policy,POLI,361,"Students examine the broad social, economic, political, and cultural forces shaping governmental decisions and policies. Particular attention is paid to the conflict between private and public concerns.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
American Foreign Policy,POLI,329,"Prerequisite: POLI 205 or permission of the Department. This course covers the sources and significance of American foreign policy, including the U.S. foreign policy-making process, the political and historical context of U.S. foreign policy decision making, and the nature and dimensions of contemporary American power. Major theoretical and policy debates are considered",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
American Political Thought,POLI,401,"Prerequisite: See N.B. number (3) and POLI 206; or permission of the Department. This seminar examines texts articulating the theoretical foundations and historical development of the American regime, with attention to the relationship between the institutions, processes, individuals and ideas shaping the American way of life",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Ancient Political Texts,POLI,416,"Prerequisite: See N.B. number (3) and POLI 206; or permission of the Department.This seminar explores, by careful reading of philosophic, poetic, or historical texts, the ancient political conceptualizations that frame and contribute to Western political ideas, issues and goals.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Approaches to Social Science Inquiry,POLI,392,"This course introduces students to a variety of approaches to social scientific inquiry, focusing on their underlying logics. The course covers variable-based research of the qualitative and quantitative variety and alternatives to this approach such as critical theory, process-tracing, modelling, ethnography, interpretivist analysis, and conceptual analysis.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Authors of Political Imagination,POLI,414,"Prerequisite: See N.B. number (3) and POLI 206; or permission of the Department. This seminar considers the political impact of contingent narrative approaches to shifts in an individual’s political imagination as opposed to purely rational or universally applicable philosophical arguments. The political potential of a broad range of literary styles, such as poetry, drama and the short story, is discussed alongside texts from the fields of philosophy, neuroscience and rhetoric so that their respective impacts can be assessed.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Canada: State-Society Relations,POLI,409,Prerequisite: See N.B. number (3) and POLI 204,
Canadian and Quebec Law,POLI,321,"Prerequisite: POLI 204 or permission of the Department. This course is an introduction to Canadian and Quebec law. Certain areas of criminal law, the Canadian Charter of Rights and Freedoms, and Quebec civil law are emphasized. An analysis is undertaken of criminal court structure and procedure, legal constitutional rights, and civil court structure and procedure.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Canadian Federalism,POLI,351,"Prerequisite: POLI 204 or permission of the Department. This course is a critical and analytical study of the theory of federalism, its principles, and techniques, and the response of Canadian federal systems to the demands of cultural dualism and regional pressure",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Canadian Foreign Policy,POLI,422,"Prerequisite: See N.B. number (3) and POLI 205; or permission of the Department. This course examines Canada’s foreign policy. In this seminar, particular emphasis is given to the decision-making process by which foreign policy is formulated and implemented, with particular reference to Canadian relations vis-à-vis the United States, the Commonwealth, and the developing countries.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Canadian Political Culture,POLI,340,Prerequisite: POLI 204 or permission of the Department. This course approaches Canadian politics from a societal perspective. The objective is to develop a better understanding of Canada’s political culture through a cross-time and cross-national analysis.,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Canadian Political Parties,POLI,356,"Prerequisite: POLI 204 or permission of the Department. This course provides a comprehensive examination of the origins and development of political parties in Canada at both the federal and provincial levels. Theories about party development, including one party dominance, brokerage politics and third party development, are examined in order to determine the efficacy of political parties.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Canadian Public Administration,POLI,365,"Prerequisite: POLI 205 or permission of the Department. This course examines the causes of war and peace in the international system. It studies the impact on war and peace of such influences as cognitive psychology, identity, group decision-making, bureaucratic processes, regime types, conflict spirals, arms control, arms races, balance of power, hegemonic stabilit",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Causes of War,POLI,302,"Prerequisite: POLI 205 or permission of the Department. This course examines the rise of China as a major power, and in particular the implications this has for military aspects of China’s relations. China’s security policy is examined from a theoretical, historical, political, and economic perspective, and the implications of these are examined in the cases of its foreign relations with neighbours and other great powers.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Chinese Security Politics,POLI,303,"Prerequisite: POLI 206 or permission of the Department. This course focuses on the foundations of Western political thinking in ancient Greece. Through a careful examination of texts by Greek poets, historians and philosophers, concepts such as nature and convention, regime types, and justice and the good life are explored.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Classical Political Thought,POLI,306,"Prerequisite: POLI 203 or permission of the Department. This course discusses the nature of democracy and the challenges of democratization, drawing on experiences with democratization in Southern Europe, Latin America, Eastern Europe, and Africa. Students assess prospects for democratization and consider how other countries might encourage greater democracy in countries currently experiencing regime change.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Comparative Democratization,POLI,327,"Prerequisite: POLI 203 or permission of the Department. This course discusses the nature of democracy and the challenges of democratization, drawing on experiences with democratization in Southern Europe, Latin America, Eastern Europe, and Africa. Students assess prospects for democratization and consider how other countries might encourage greater democracy in countries currently experiencing regime change.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Comparative Electoral Systems,POLI,405,Prerequisite: See N.B. number (3) and POLI 203,
Comparative Federalism and Political Integration,POLI,406,"Prerequisite: See N.B. number (3) and POLI 203; or permission of the Department. This course begins by examining the theories of political integration, federalism and nationalism, and the various policy instruments available to the modern state to achieve integration, before moving to an analysis of the current situation in a range of modern federal states as well as the emerging confederal system of the European Union.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Comparative Party Systems,POLI,331,"Prerequisite: POLI 203 or permission of the Department. This course introduces students to the academic study of political parties and party systems. It examines the determinants of party behaviour from a number of theoretical perspectives, including historical, sociological and institutional. The topics covered include, but are not limited to, the number of parties, electoral systems, party finance, leadership selection, and government formation and stability. Specific case studies are selected both from established and new democracies",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Comparative Social Policy,POLI,412,"Prerequisite: See N.B. number (3) and POLI 203; or permission of the Department. This seminar examines various explanations for the development and retrenchment of the welfare state in different countries. It analyzes typologies developed to conceptualize welfare-state regimes and examines, in a comparative fashion, key social policies such as health, pensions, and employment.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Comparative Urban Politics and Government,POLI,352,"Prerequisite: POLI 203 or 204; or permission of the Department. This course deals with politics and government in selected Canadian cities, with comparative reference to cities elsewhere in the world",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Comparing Democracies,POLI,217,"This course introduces students to the field of comparative politics by examining the institutional structures of established, advanced industrial democracies. Particular emphasis is placed on the study of constitutions; the legislative, executive, and judicial branches of government; and electoral and party systems",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Constitutional Politics in Canada,POLI,428,"Prerequisite: See N.B. number (3) and POLI 204; or permission of the Department. This seminar considers the emergence of “mega constitutional politics” in the 1960-1995 period involving state and societal actors. Topics include the Victoria Charter, Patriation, Meech Lake Accord, Charlottetown Accord, the 1980 and 1995 Quebec referenda, and attempts at non-constitutional reform since 1995.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Contemporary Liberalism and Its Critics,POLI,386,"Prerequisite: POLI 206 or permission of the Department. This course examines recent developments in the theory and practice of liberalism, as well as criticisms of liberal principles and the liberal way of life from a range of contemporary perspectives.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Contemporary Political Philosophy,POLI,345,Prerequisite: POLI 206 or permission of the Department. This course examines the character of contemporary political theory when viewed from both a modernist and an anti-modernist understanding of political life. The course also involves an examination into what it means to be modern and whether the critique of modernity is itself a very modern activity.,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Corruption,POLI,424,"Prerequisite: See N.B. number (3) and POLI 203; or permission of the Department. This seminar deals with the corruption, patronage, and clientelism that characterize politics in much of the world. Case studies are used to explore the structures and processes leading to the use of informal channels and personal connections for doing politics.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Critical Perspectives on Modern Political Science,POLI,390,Prerequisite: POLI 206 or permission of the Department. Students are introduced to the origins of modern political thought from the Renaissance and the Reformation through to the mid-18th century.,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Critics of Modernity,POLI,433,"Prerequisite: See N.B.number (3) and POLI 206; or permission of the Department. This seminar studies selected writings by major critics of modernity during the 20th century. The authors studied may include Hannah Arendt, Albert Camus, Fyodor Dostoevsky, George Grant, Bertrand de Jouvenel, Alasdair MacIntyre, Jacques Maritain, Richard Niebuhr, Michael Oakeshott, Leo Strauss, Charles Taylor, and Eric Voegelin",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Decentralization and Development,POLI,438,"Prerequisite: See N.B. number (3) and POLI 203; or permission of the Department. This course introduces concepts related to the various forms of decentralization and explores the diverse expectations, politics, and outcomes associated with decentralization.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Development of Western Legal Systems,POLI,320,Prerequisite: POLI 206 or permission of the Department. Students are introduced to the origins of modern political thought from the Renaissance and the Reformation through to the mid-18th century.,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Directed Studies in Political Science,POLI,491,Prerequisite: See N.B. number (3) and permission of the undergraduate program director. This special reading course is designed in conjunction with a faculty member to explore topics and themes in a specific research area of interest to the student and faculty member.,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Early Modern Political Philosophy,POLI,371,Prerequisite: POLI 206 or permission of the Department. Students are introduced to the origins of modern political thought from the Renaissance and the Reformation through to the mid-18th century.,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Environmental Policy in the Developing World,POLI,410,"Prerequisite: See N.B. number (3) and POLI 203; or permission of the Department. This course surveys the interactions between development strategies and the environment. Topics may include the environmental ramifications of large development projects, different systems of property rights, decentralization, international debt, foreign aid, and the challenges associated with managing highly valuable natural resources.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
European Politics and Government,POLI,319,"Prerequisite: See N.B. number (3) and POLI 206; or permission of the Department. This seminar examines the genesis, principles and purposes of classical liberalism as it is articulated by early modern authors. This involves investigating conceptions of and arguments for personal freedom, natural equality, private property, individual rights and limited government, among other topics. It then explores the subsequent development and distortion of liberal ideas by later theorists in the tradition",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Foundations of Liberalism,POLI,425,"Prerequisite: See N.B. number (3) and POLI 203 or 204; or permission of the Department. This course fosters an understanding of the theoretical and practical issues surrounding the study of gender and public policy and introduces them to recent scholarship in this area. Students examine a number of themes and debates, including gender and policy studies, gender and the welfare state, women’s groups in the policy process, and feminist perspectives on the bureaucracy.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Gender and Public Policy,POLI,411,"Prerequisite: See N.B. number (3) and POLI 203 or 204; or permission of the Department. This course fosters an understanding of the theoretical and practical issues surrounding the study of gender and public policy and introduces them to recent scholarship in this area. Students examine a number of themes and debates, including gender and policy studies, gender and the welfare state, women’s groups in the policy process, and feminist perspectives on the bureaucracy.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Global Ecopolitical Analysis,POLI,403,Prerequisite: See N.B. number (3) and POLI 205,
Global Environmental Issues and Ecological Justice,POLI,208,"This course introduces students to collective action problems faced by governments, international organizations, corporations, advocacy groups, and scientists. Topics may include climate change, biodiversity conservation, hazardous waste disposal, water and food security.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Global Politics,POLI,215,"This course introduces students to several theoretical perspectives related to global politics, and then examines current events. The focus is on conflict resolution, the impact of globalization, the roles of international organizations, and information technology.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Globalization and Sustainable Development,POLI,394,"Prerequisite: POLI 205 or permission of the Department. This course is an introduction to the emerging field of global environmental politics. It surveys the present environmental crisis and the roles of states, international organizations, and civil society. Various case studies dealing with oceans, forests, fisheries, biodiversity, global warming, and others are used to illustrate the inherent complexity of transnational ecological issues in the era of globalization.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Governance,POLI,417,"Prerequisite: See N.B. number (3) and POLI 206; or permission of the Department. This seminar investigates how the efforts of governments to control the lives, thoughts and thought processes of the members of society are central to the modern governmental process and how they have been part of the agenda since the beginning of the late modern era.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Governance and Organized Crime,POLI,219,"This course describes and defines organized crime, providing an overview of its history, different theories and models explaining it and the legal processes related to it. The course examines the role played by government agencies, such as the police and the bureaucracy, and the international bodies that combat it. Issues addressed in this course may include drug trafficking, racketeering, human trafficking, extortion, and economic crimes. A number of actual organized crime groups are analyzed.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Government and Business in Canada,POLI,463,"Prerequisite: See N.B. number (3) and POLI 204; or permission of the Department. This seminar in public policy is designed to explore the relationship between government and business in Canada. Particular attention is paid to the formation and implementation of policy intended to promote and control enterprise, and the role of government as entrepreneur",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Hellenistic Roman Medieval Political Philosophy,POLI,364,"Prerequisite: POLI 206 or permission of the Department. This course examines the political teachings of the Hellenistic schools such as the Academics, the Stoics, the Epicureans and the Skeptics, the political writings from the Roman Republic and Empire, and the political problematics posed by early Christianity.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Honours Seminar,POLI,496,Prerequisite: See N.B. number (3) and permission of the undergraduate program director. This special reading course is designed in conjunction with a faculty member to explore topics and themes in a specific research area of interest to the student and faculty member,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Honours Thesis,POLI,495,Prerequisite: Enrolment in the Honours (Thesis Option B) in Political Science. The student works with an individual faculty member in a particular field of study in Political Science. Students are asked to produce a sustained piece of written work to be defended before a departmental committee,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Honours Tutorial,POLI,396,"Prerequisite: Enrolment in the Honours (Thesis Option B) in Political Science. This course requires students to conduct a literature review in a topic to be chosen for their thesis, complete a bibliography, and work on their methodological approaches.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Human Rights and International Justice,POLI,388,"Prerequisite: POLI 205 or permission of the Department. This course surveys normative questions comprising human rights discourse, with an emphasis on international efforts to promote human rights standards. Topics include the role of the United Nations, the North-South debate, environmental security, the obligation of individuals and states, women’s rights and the work of non-governmental organizations. Special consideration is given to the controversy between the universal and particular applications of human rights.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Human Rights: An Overview,POLI,214,"This course introduces students to the historical origins of the concept of human rights; the international regime and the acceptance of several generations of rights such as civil and political rights, economic rights, group rights, and women’s rights; the critiques of universalism and the problems of implementation of human rights.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
International Institutions,POLI,404,"Prerequisite: See N.B. number (3) and POLI 205; or permission of the Department. This course is an advanced seminar covering major theoretical perspectives on the significance in world politics of international institutions and regimes, and of inter-governmental and non-governmental organizations",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
International Organizations,POLI,315,"Prerequisite: POLI 205 or permission of the Department. This course offers an overview of international institutions and global governance. It examines major theoretical perspectives on international organizations, and addresses the role of the United Nations system, regional organizations, and non-governmental organizations in promoting international co-operation to address collective problems.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
International Political Economy,POLI,305,"Prerequisite: POLI 205 or permission of the Department. This course examines institutions, processes, and issues in economic relations between states. Topics covered include theories of international political economy (IPE), international trade, global finance, multinational corporations, economic development, globalization, and regional blocs.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
International Public Law,POLI,311,"Prerequisite: POLI 205 or permission of the Department. This course explores the meaning, effectiveness, and potential of interstate law. Among the topics covered are the source and development of international law; the role of the International Court of Justice; sovereignty, territory, and natural resources; human rights violations, the state and war crimes tribunals; and international environmental law",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Introduction to Canadian Politics,POLI,204,"This course is a basic introduction to the fundamental issues of Canadian public life and the federal political system. It presents an overview of the constitution, institutions, political parties, electoral system, interest groups, and public opinion that represent the essential components of Canada’s political culture and government.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Introduction to Comparative Politics,POLI,203,"This course introduces students to the main concepts of comparative political analysis. Major topics include different types of governmental systems and institutions, regime types, electoral systems and political parties, state-society relations, political economy, nationalism, democratization, globalization, and other types of political transformations. By examining several different countries, students gain an understanding of the great diversity of political life and the many ways in which politics affects citizens",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Introduction to International Relations,POLI,205,"This course introduces the principal theories, concepts, and debates in the contemporary study of international relations. It provides an overview of issues in international security, international political economy and global governance.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Introduction to Law and Society,POLI,285,"This course seeks to develop a broad basis from which to pursue further political inquiry. It offers an introductory examination of basic ideas regarding the state, power, authority, and systems of government. The course examines the diverse approaches to the specific study of political phenomena and provides a fundamental understanding of political concepts.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Introduction to Political Science,POLI,202,This course demonstrates how research is conducted in political science. Students learn how to develop a research design. The course introduces them to various research methodologies and provides several approaches for reporting and presenting research.,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Introduction to Political Science Research,POLI,207,This course demonstrates how research is conducted in political science. Students learn how to develop a research design. The course introduces them to various research methodologies and provides several approaches for reporting and presenting research.,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Introduction to Strategic Studies,POLI,318,"Prerequisite: POLI 205 or permission of the Department. This course is an introductory examination of the theoretical aspects of strategic studies, including the principles of war, as they apply to combat on land, at sea, and in the air.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Introduction to Western Political Theory,POLI,206,"This course introduces students to the study of Western political theory through a variety of primary source readings. Assigned texts may be drawn from philosophy, history, literature and other forms of political writing.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Israeli Political System,POLI,322,"Prerequisite: POLI 203 or permission of the Department. This course introduces students to the study of the emergence and the operation of the Israeli political system and government. Topics may include the formation of the Israeli State; the legislative, the executive, political parties and the electoral process; ethnic divisions; gender and politics; and the issue of the Palestinian territories.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Issues in Canadian Public Policy,POLI,363,"Prerequisite: POLI 204 or permission of the Department. The course examines alternative public policies in selected areas at the federal, provincial, and municipal levels in Canada. Policies analyzed vary from year to year and include such areas as social welfare, culture, education, language, environmental protection, energy conservation, urban renewal, and economic polic",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Issues in Development and Democracy,POLI,485,Prerequisite: See N.B. number (3) and POLI 203,
Late Modern Political Philosophy,POLI,373,Prerequisite: POLI 206 or permission of the Department. This course examines the progression and criticism of modern political thought from the mid-18th century through to the early-20th century,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Machiavelli,POLI,418,"Prerequisite: See N.B. number (3) and POLI 206; or permission of the Department. This seminar acquaints students with the arguments surrounding Machiavellian scholarship in particular and Renaissance political issues in general. Students study two of Machiavelli’s canonical texts (The Prince and The Discourses) in addition to his less well known but essential contribution to Florentine historiography (Florentine Histories). The political and literary context of Machiavelli’s writings, and how it colours contemporary criticism, is discussed.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Media Technology and Politics,POLI,368,Prerequisite: POLI 206 or permission of the Department. This course examines the impact upon politics of changes in technology and the media. Students discuss a diverse range of contemporary thinkers and their understanding of the digital future. Particular attention is paid to the age of electronic politics and its effect upon the actual practice of political power.,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Middle East and Global Conflict,POLI,391,Prerequisite: POLI 206 or permission of the Department. This course examines the impact upon politics of changes in technology and the media. Students discuss a diverse range of contemporary thinkers and their understanding of the digital future. Particular attention is paid to the age of electronic politics and its effect upon the actual practice of political power.,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
Modern Political Theory and Religion,POLI,415,"Prerequisite: See N.B. number (3) and POLI 206; or permission of the Department. This seminar explores the use and abuse of religious ideas, texts and traditions in the theoretical foundations of modernity such as ethical priorities and orientations, political and social institutions, and the purposes and status of science, found at the core of modern life",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
