Course Name,Course subject,Course number,Course description
Initiation à la traduction générale (F),FTRA,632,"Co-listé : FTRA 532.
 Ce cours vise à initier les étudiantes et étudiants aux outils notionnels et linguistiques nécessaires pour traduire efficacement des textes d’ordre général. Il leur présente aussi les étapes du processus de la traduction et les familiarise avec les outils de travail de la traduction.
N.B. : Les étudiantes et étudiants qui ont suivi FTRA 532 ne peuvent obtenir de crédits pour ce cours."
Aspects théoriques et pratiques de la terminologie,FTRA,633,"Co-listé : FTRA 533.
 Principes généraux de la terminologie; distinction entre langue générale et langues de spécialité; rapport entre documentation et terminologie; analyse terminologique; terminologie de traduction; supports terminographiques traditionnels et/ou informatisés; terminologie et aménagement linguistique. 
N.B. : Les étudiantes et étudiants qui ont suivi FTRA 533 ne peuvent obtenir de crédits pour ce cours."
Traduction littéraire de l’anglais au français ,FTRA,634,"Co-listé : FTRA 504.
 Sensibilisation aux problèmes spécifiques à la traduction littéraire. Travaux pratiques : traduction de textes de genres variés (F).
N.B. : Les étudiantes et étudiants qui ont suivi FTRA 504 ne peuvent obtenir de crédits pour ce cours."
Traduction littéraire du français à l’anglais,FTRA,635,"Co-listé : FTRA 501.
 Sensibilisation aux problèmes spécifiques à la traduction littéraire. Travaux pratiques : traduction de textes de genres variés (A).
N.B. : Les étudiantes et étudiants qui ont suivi FTRA 501 ne peuvent obtenir de crédits pour ce cours."
Informatique et traduction ,FTRA,636,"Co-listé : FTRA 536.
 Ce cours porte sur la langue de l’informatique, la théorie et les concepts fondamentaux qui s’y rapportent. Il comporte des exercices de traduction et une initiation aux outils informatisés pour les traducteurs : Internet, bases de données, systèmes de traduction assistée,utilitaires. (F/A)
N.B. : Les étudiantes et étudiants qui ont suivi FTRA 536 ne peuvent obtenir de crédits pour ce cours."
Initiation au sous-titrage ,FTRA,638,"Co-listé : FTRA 538.
 Ce cours a pour but d’initier les étudiantes et étudiants à la traduction audiovisuelle, en particulier au sous-titrage. Il comporte un volet théorique, avec lectures et analyses, ainsi qu’un volet pratique où sont traités les principes et les conventions du sous-titrage, les aspects techniques et les genres cinématographiques. Sont aussi abordées la traduction de la voix hors-champ et les techniques d’accessibilité tels le sous-titrage pour malentendants et l’audiodescription."
Traduction économique du français à l’anglais,FTRA,647,"Co-listé : FTRA 547.
 Sensibilisation aux problèmes que pose dans le domaine de l’économie la traduction du français à l’anglais. (A)
N.B. : Les étudiantes et étudiants qui ont suivi FTRA 547 ne peuvent obtenir de crédits pour ce cours."
Traduction économique de l’anglais au français (F),FTRA,648,"Co-listé : FTRA 548.
 Sensibilisation aux problèmes que pose dans le domaine de l’économie la traduction de l’anglais au français. (F)
N.B. : Les étudiantes et étudiants qui ont suivi FTRA 548 ne peuvent obtenir de crédits pour ce cours."
Traduction assistée par ordinateur (TAO) et post édition,FTRA,652,"Co-listé : FTRA 552.
Préalable : FTRA 536 pour le diplôme en traduction.
 Ce cours permet d’analyser les aspects morphologiques, lexicaux, syntaxiques et sémantiques des systèmes de traduction automatisée. L’étudiante et l’étudiant apprennent à appliquer les concepts analysés à un système commercialisé. Ils font des exercices simples de programmation portant sur des problèmes linguistiques; ils utilisent des outils de gestion et de traduction pour le matériel à localiser à l’aide de logiciels de localisation, de logiciels de terminologie et de mémoires de traduction. Ils évaluent et apprennent à réviser les sorties d'un système de traduction automatique, tout en mettant l'accent sur le contrôle de la qualité.
N.B. : Les étudiantes et étudiants qui ont suivi FTRA 552 ne peuvent obtenir de crédits pour ce cours."
Gestion de projets ,FTRA,655,"Co-listé : FTRA 555.
 Ce cours traite de la gestion des projets de traduction/localisation multilingues, depuis la création de l’offre de services, jusqu’au contrôle de la qualité et de la livraison, en passant par la résolution de problèmes et la gestion en situation de crise. Il comprend une partie théorique et des mises en situation. Les étudiantes et étudiants se familiarisent avec l’évaluation des ressources (humaines et matérielles) nécessaires pour exécuter le travail, l’élaboration d’échéanciers et le suivi du budget. Ils apprennent à gérer les ressources affectées aux projets afin de pouvoir respecter le mandat qui leur est confié.
N.B. : Les étudiantes et étudiants qui ont suivi FTRA 555 ne peuvent obtenir de crédits pour ce cours."
Pratique de la localisation ,FTRA,658,"Co-listé : FTRA 558.
 L’étudiante et l’étudiant apprennent dans ce cours les stratégies de localisation et les processus de localisation; la localisation de logiciels et de localisation de sites Web; les acteurs dans les projets de localisation; la situation et le travail du traducteur dans les projets de localisation; les types de fichiers à localiser : ressources, code source, fichiers d’aide, guides imprimés, matériel marketing; les types de logiciels localisés : logiciels système, logiciels de gestion, logiciels client, logiciels multimédia, logiciels Web.
N.B. : Les étudiantes et étudiants qui ont suivi FTRA 558 ne peuvent obtenir de crédits pour ce cours."
"Web, technologies, traduction : théories et critiques ",FTRA,668,"Co-listé : FTRA 568.
 Ce séminaire examine de façon critique les pratiques contemporaines issues de la mondialisation et du monde numérique affectant les technologies, le Web multilingue et la traduction. Entre autres aspects, sont examinés les enjeux culturels, sociaux, techniques et idéologiques. Le séminaire met l'accent sur la traduction et la communication mondiale.
N.B. : Les étudiantes et étudiants qui ont suivi FTRA 568 ne peuvent obtenir de crédits pour ce cours."
Tutorat en littérature (F),FTRA,680,"FTRA 681 Tutorial in literature (A) (3 crédits)
FTRA 682 Tutorat en traduction (F) (3 crédits)
FTRA 683 Tutorial in translation (A) (3 crédits)
FTRA 684 Tutorat en linguistique (F) (3 crédits)
FTRA 685 Tutorial in linguistics (A) (3 crédits)"
Étude d’un sujet particulier / Special Topics,FTRA,698,"Ce cours pourra porter sur tout sujet en littérature, traduction ou linguistique qui ne figure pas déjà au programme. Le but du cours est de favoriser une approche pluridisciplinaire et de permettre l’innovation pédagogique."
Mémoire,FTRA,692,"L’étudiante ou l’étudiant pourra choisir d’étudier un sujet particulier en littérature, traduction ou linguistique, sous la forme d’un tutorat. Les tutorats devront être approuvés par le comité d’études supérieures et dépendront des aptitudes et intérêts de l’étudiante et de l’étudiant ainsi que de la disponibilité et des compétences du professeur concerné."
Topics in Studio Inquiry,ARTE,606,"In this course students identify the content and the processes essential to their on-going studio performance. Students are expected to develop parallel inquiry into exhibitions, installations, performances, documentations, notation systems and related readings. Evaluation is based on workshop and seminar participation, studio performance and class presentations. Computer access and shared studio space are available. This course may be repeated as ARTE 607, 608, 609, 610, 611."
Selected Topics in Art Education ,ARTE,660,A seminar course offering students the opportunity to study various aspects of art education. Specific topics vary from year to year to take advantage of the special expertise of the faculty.
"Critical Perspectives on Art Education History: History, Theory and Practice",ARTE,670,A seminar course in which students develop critical reading and writing skills while adding to their understanding of developments past and present that have shaped the field of art education.
Advanced Critical Analysis ,ARTE,672,"Prerequisite: ARTE 670.
 A seminar course in which students develop advanced skills in critical analysis, academic writing and library research. Assignments include compiling and writing a review of literature on a topic of research or professional interest."
Foundations for Inquiry,ARTE,680,"A seminar course in which students are introduced to the basic concepts, terminology, and contexts of inquiry in art education. Students learn about the practice of systematic inquiry, including: identifying and articulating a topic or question; situating the inquiry within a theoretical framework; relating the inquiry to art education practices; and selecting appropriate inquiry procedures. Each student develops a proposal for a small-scale project related to his/her particular art education interests."
Research Practice,ARTE,682,"Prerequisite: ARTE 680.
 A seminar course in which students conduct a small-scale research project based on their own research proposal. Students are introduced to appropriate forms and practices for conducting the project and presenting the results."
Topics in Studio Inquiry,ARTE,606,"In this course students identify the content and the processes essential to their on-going studio performance. Students are expected to develop parallel inquiry into exhibitions, installations, performances, documentations, notation systems and related readings. Evaluation is based on workshop and seminar participation, studio performance and class presentations. Computer access and shared studio space are available. This course may be repeated as ARTE 607, 608, 609, 610, 611."
Selected Topics in Art Education ,ARTE,660,A seminar course offering students the opportunity to study various aspects of art education. Specific topics vary from year to year to take advantage of the special expertise of the faculty.
"Critical Perspectives on Art Education History: History, Theory and Practice",ARTE,670,A seminar course in which students develop critical reading and writing skills while adding to their understanding of developments past and present that have shaped the field of art education.
Advanced Critical Analysis ,ARTE,672,"Prerequisite: ARTE 670.
 A seminar course in which students develop advanced skills in critical analysis, academic writing and library research. Assignments include compiling and writing a review of literature on a topic of research or professional interest."
Foundations for Inquiry,ARTE,680,"A seminar course in which students are introduced to the basic concepts, terminology, and contexts of inquiry in art education. Students learn about the practice of systematic inquiry, including: identifying and articulating a topic or question; situating the inquiry within a theoretical framework; relating the inquiry to art education practices; and selecting appropriate inquiry procedures. Each student develops a proposal for a small-scale project related to his/her particular art education interests."
Research Practice,ARTE,682,"Prerequisite: ARTE 680.
 A seminar course in which students conduct a small-scale research project based on their own research proposal. Students are introduced to appropriate forms and practices for conducting the project and presenting the results."
Selected Issues in North American Art and Architectural History,ARTH,610,An examination of selected issues in the production of or writing about the visual arts in North America.
Industrialization and the Built Environment,ARTH,611,An examination of selected aspects of the built environment when considered as more than a physical accumulation of structures.
"Contextualizing North American Sculpture: Topics in History, Theory and Practice",ARTH,612,An examination of selected topics in the production of or writing about sculpture in North America.
Special Topics in Indigenous Art and Art History,ARTH,613,"Selected topics pertaining to the evolving arts practices of Indigenous peoples, considering such themes as collection and exhibition, commodity, continuity, and power relationships."
Issues and Topics in Craft Studies ,ARTH,614,Selected topics pertaining to the theory and practice of craft within a North American context.
Issues in Postcolonial Theory in Art and Art History ,ARTH,615,Selected aspects of post-colonial and diasporic theory as they relate to North American art and art history.
Collecting and Patronage in Canada,ARTH,621,Investigations related to how and for whom Canadian art has been commissioned and collected.
"Feminism, Art, Art History",ARTH,627,Aspects of feminism in relation to the production of art and writing about art in North America.
Creative and Critical Literature in Art History,ARTH,633,"Aspects of the relationship between art and text, such as artists’ books, the impact of critical writing on art practice, etc."
Topics in Canadian Painting,ARTH,635,Selected topics pertaining to the practice of painting in Canada.
,ARTH,636,Selected topics pertaining to the practice of architecture in Canada.
,ARTH,638,Selected topics pertaining to the practice of photography in Canada.
Issues in North American Architectural History,ARTH,639,Selected issues pertaining to the production of or writing about architecture in North America.
Issues in North American Photographic History,ARTH,640,Selected issues pertaining to the production of or writing about photography in North America.
Issues in Visual and Material Culture,ARTH,641,Selected issues pertaining to the integration into art history of visual image/phenomena and material objects not traditionally considered to have fallen within definitions of the “fine arts”.
Aspects of Media and New Media,ARTH,642,"Aspects of the historical development, thematic content and conceptual strategies of practices involving media and “new technologies."
Topics in Art and Globalization,ARTH,643,An examination of selected topics pertaining to the manner in which art has negotiated and continues to negotiate globalization.
Aspects of Museum and Curatorial Studies: Theory ,ARTH,648,Aspects of the theoretical underpinnings of museum and curatorial practices.
Aspects of Curatorial Practice,ARTH,649,"The development and application of curatorial knowledge, skills and practices as fostered through the organization of an exhibition and related events."
Supervised Internship,ARTH,650,"Students undertake an internship at an arts organization and perform concrete tasks designed to enhance their learning through practical experience (e.g. curating an exhibition, writing a catalogue essay, editing a publication, organizing a speakers' series) and also reflect on that experience. Students have an academic supervisor as well as on-site supervision. The internship involves 150 hours of work and is approved by the academic supervisor and the graduate program director, who ensure that the tasks, learning objectives and assessments are consistent with the objectives of the MA program."
Annotated Review of Sources and Documents,ARTH,654,"Students take this individualized study course with their supervisor, normally in the summer term following the first year of study. This course must be completed before students begin writing their thesis. Supervisor and students meet to determine the list of scholarly texts and/or archival materials to be addessed in order to strengthen the students' foundational knowledge of their designated research field and prepare them for writing the thesis.The students are responsible for a series of annotations, together with an essay that synthesizes the annotated material (total word count approximately 6000 words)."
Thesis Seminar,ARTH,655,"Prerequisite: ARTH 654.
 This course is designed to introduce students to the intellectual and professional aspects of graduate school and academia, such as writing a thesis, conducting research, engaging with art historical theory and methodologies, giving a conference paper, applying for grants. Credit for this pass/fail seminar is accorded once the students have delivered their thesis presentation during the second year of the program."
Selected Issues in North American Art and Architectural History,ARTH,610,An examination of selected issues in the production of or writing about the visual arts in North America.
Industrialization and the Built Environment,ARTH,611,An examination of selected aspects of the built environment when considered as more than a physical accumulation of structures.
"Contextualizing North American Sculpture: Topics in History, Theory and Practice",ARTH,612,An examination of selected topics in the production of or writing about sculpture in North America.
Special Topics in Indigenous Art and Art History,ARTH,613,"Selected topics pertaining to the evolving arts practices of Indigenous peoples, considering such themes as collection and exhibition, commodity, continuity, and power relationships."
Issues and Topics in Craft Studies ,ARTH,614,Selected topics pertaining to the theory and practice of craft within a North American context.
Issues in Postcolonial Theory in Art and Art History ,ARTH,615,Selected aspects of post-colonial and diasporic theory as they relate to North American art and art history.
Collecting and Patronage in Canada,ARTH,621,Investigations related to how and for whom Canadian art has been commissioned and collected.
"Feminism, Art, Art History",ARTH,627,Aspects of feminism in relation to the production of art and writing about art in North America.
Creative and Critical Literature in Art History,ARTH,633,"Aspects of the relationship between art and text, such as artists’ books, the impact of critical writing on art practice, etc."
Topics in Canadian Painting,ARTH,635,Selected topics pertaining to the practice of painting in Canada.
,ARTH,636,Selected topics pertaining to the practice of architecture in Canada.
,ARTH,638,Selected topics pertaining to the practice of photography in Canada.
Issues in North American Architectural History,ARTH,639,Selected issues pertaining to the production of or writing about architecture in North America.
Issues in North American Photographic History,ARTH,640,Selected issues pertaining to the production of or writing about photography in North America.
Issues in Visual and Material Culture,ARTH,641,Selected issues pertaining to the integration into art history of visual image/phenomena and material objects not traditionally considered to have fallen within definitions of the “fine arts”.
Aspects of Media and New Media,ARTH,642,"Aspects of the historical development, thematic content and conceptual strategies of practices involving media and “new technologies."
Topics in Art and Globalization,ARTH,643,An examination of selected topics pertaining to the manner in which art has negotiated and continues to negotiate globalization.
Aspects of Museum and Curatorial Studies: Theory ,ARTH,648,Aspects of the theoretical underpinnings of museum and curatorial practices.
Aspects of Curatorial Practice,ARTH,649,"The development and application of curatorial knowledge, skills and practices as fostered through the organization of an exhibition and related events."
Supervised Internship,ARTH,650,"Students undertake an internship at an arts organization and perform concrete tasks designed to enhance their learning through practical experience (e.g. curating an exhibition, writing a catalogue essay, editing a publication, organizing a speakers' series) and also reflect on that experience. Students have an academic supervisor as well as on-site supervision. The internship involves 150 hours of work and is approved by the academic supervisor and the graduate program director, who ensure that the tasks, learning objectives and assessments are consistent with the objectives of the MA program."
Annotated Review of Sources and Documents,ARTH,654,"Students take this individualized study course with their supervisor, normally in the summer term following the first year of study. This course must be completed before students begin writing their thesis. Supervisor and students meet to determine the list of scholarly texts and/or archival materials to be addessed in order to strengthen the students' foundational knowledge of their designated research field and prepare them for writing the thesis.The students are responsible for a series of annotations, together with an essay that synthesizes the annotated material (total word count approximately 6000 words)."
Thesis Seminar,ARTH,655,"Prerequisite: ARTH 654.
 This course is designed to introduce students to the intellectual and professional aspects of graduate school and academia, such as writing a thesis, conducting research, engaging with art historical theory and methodologies, giving a conference paper, applying for grants. Credit for this pass/fail seminar is accorded once the students have delivered their thesis presentation during the second year of the program."
Introduction to Dance/Movement Therapy,CATS,609,"This course provides an introduction to the foundations and primary concepts of dance/movement therapy and explores their relevance and applications to other creative arts therapies modalities through experiential, somatic, and theoretical approaches."
Introduction to Topics in Clinical Psychology for Creative Arts Therapists ,CATS,610,"This seminar introduces creative arts therapists to the various psychopathologies, their symptomatologies, etiologies, current Diagnostic and Statistical Manual (DSM) diagnostic criteria, and treatments.
Note: Credit received for CATS 610 cannot be applied towards a graduate program in Psychology."
Counselling Skills for Creative Arts Therapists,CATS,611,"This course introduces basic skills and practices of counselling and psychotherapy for creative arts therapists. It provides the opportunity to explore, develop, and practice the skills required for effective therapeutic interventions across varied theoretical orientations and treatment approaches. The course focuses on the therapeutic relationship and the therapeutic frame."
Independent Practicum in the Creative Arts Therapies ,CATS,615,"Prerequisites: ATRP 613, 614.
With the Department’s approval and in agreement with a faculty supervisor, additional practicum experience is offered on an individual basis to students in special circumstances. A case study is required."
Independent Studies in Creative Arts Therapies,CATS,636,This course may be repeated as CATS 637.
Creative Process in Clinical Practice for Creative Arts Therapists,CATS,638,"This course provides experiential learning in the clinical application of creative projection techniques through a methodology based on exploring character in myth and fairy tale. The creative process is examined through readings, discussions, masks, movement, music and drama."
Interdisciplinary Topics: Cross-cultural Competence in the Creative Arts Therapies,CATS,639,"This course presents cross-cultural competence as an ethical obligation, providing an overview of multi-cultural counselling theory. Students explore challenges and opportunities arising in creative arts therapies clinical practice within an environment of cultural diversity as it relates to both the therapist and the client."
Studio Media and Practice for Creative Arts Therapists ,CATS,640,"Students develop skills with a variety of studio media and processes in their own creative arts discipline, while experiencing the media and creative process of an allied discipline. Commonalities and factors unique to each are examined for their potential in interdisciplinary practice."
Interdisciplinary Topics: Ethics in Clinical Practice in the Creative Arts Therapies ,CATS,641,This course covers ethical standards and requirements for clinical practice as established by both professional mental health and creative arts therapies associations. Students become familiar with expectations of professional and personal conduct as well as models for ethical decision-making. Students also gain an understanding of their personal value systems in relation to their work as creative arts therapists and how those values may inform ethical decision-making within their clinical practice.
Interdisciplinary Topics: Ethics in Research in the Creative Arts Therapies ,CATS,643,"This course covers ethical standards and requirements for research as established by both professional mental health and creative arts therapies associations. Students become familiar with expectations of professional and personal conduct with respect to research in the field, including research protocols for both the Department of Creative Arts Therapies and Concordia University."
Family Systems and the Creative Arts Therapies,CATS,645,"Family systems theory is introduced and specific theories and practices of family therapy are considered. Indications for the use of family therapy and its integration with the creative arts therapies are explored, as are specific methods of assessment and intervention."
Research Paper,CATS,689,"Prerequisite: CATS 691.
The research paper is the formal culmination of graduate studies in the creative arts therapies. This paper includes a literature review, and may also include methodology, specific procedures, research population or sample, data collection and analysis, as appropriate to the topic approved by the Creative Arts Therapies Research and Ethics Committee. Students develop their proposals for this paper as a course requirement for CATS 691, to be submitted for approval to the Research and Ethics Committee in the winter term of their first year in the program. The Committee will then assign one faculty member in the Department to supervise each paper. The nine-credit component appears on the student record only once the final version of the research paper has been submitted to the Thesis Office and the Graduate Grade Activity Report Form, granting a grade of PASS, has been submitted to the Office of the Registrar."
Research in the Creative Arts Therapies ,CATS,691,"This course presents an overview of qualitative research, theory and methodology, and their application to the creative arts therapies. Students develop critical reading skills and explore ethical issues involved in research."
Applied Research Project with Report,CATS,698,"The student chooses this option to further explore specific pilot project reports, feasibility studies and creative research designs utilizing media intrinsic to the creative arts therapies. All applied projects must include a written component and be presented as a public seminar upon completion."
Readings in Art Therapy ,ATRP,600,"This course provides grounding in significant schools of psychological thought and their relevance to art therapy. It also promotes advanced knowledge and understanding of the therapeutic relationship and process from a psychodynamic perspective. Studied psychotherapeutic models include: psychodynamic, object relations, humanistic, cognitive-behavioural, as well as theories of trauma."
Assessment Techniques in Art Therapy ,ATRP,602,This course emphasizes an understanding and experience of the purpose and process of various assessments in art therapy. The theory and practice of art therapy assessment in both clinical work and research are reviewed within the context of different populations.
Symbolic Imagery and Art Therapy - Studio/Workshop,ATRP,603,"Through experiential art workshops and readings, symbols and the symbolic/metaphoric function are examined with reference to various psychological models, including Freudian psychoanalysis, Jungian analytical psychology and Hillman’s archetypal/imaginal psychology. Students develop an understanding of art therapy methodology by exploring personal imagery."
Group and Family Art Therapy ,ATRP,604,"This course provides a dialectical, experiential and practical examination of the major approaches to group dynamics, including psychodynamic, humanistic, systemic, and theories of communication. Stages, theories and clinical applications of group art therapy processes are explored."
Art Therapy Practicum Supervision I,ATRP,613,"In this course, students acquire skills in the implementation of the principles of psychotherapy within the practices of art therapy with a selected population. Students learn observation and assessment procedures, treatment planning, skills in establishing and maintaining the therapeutic relationship, on-going evaluation, methods of clinical documentation, and professional reporting in multidisciplinary teams. Individual and group supervision are provided. A minimum of 150 practicum hours is required."
Art Therapy Practicum Supervision II ,ATRP,614,"Prerequisite: ATRP 613.
This course is a continuation of ATRP 613. A minimum of 200 practicum hours is required."
Art Therapy Advanced Clinical Skills,ATRP,620,"This course is designed to refine students’ clinical skills and deepen understanding of the practice of art therapy from a psychodynamic perspective. Through role-play experience and clinical discussion in a seminar format, therapeutic issues which students encounter during their fieldwork are explored."
Advanced Art Therapy Practicum Supervision I,ATRP,623,"Prerequisites: ATRP 613, 614.
This course is designed to promote the consolidation of students’ abilities in the practice of art therapy, to further develop clinical skills, and deepen psychotherapeutic understanding. Individual and group supervision are provided. Case presentations, readings and clinical analysis of therapeutic issues are integral to this course. A minimum of 200 practicum hours is required."
Advanced Art Therapy Practicum Supervision II ,ATRP,624,"Prerequisites: ATRP 613, 614, 623.
This course is a continuation of ATRP 623. A minimum of 250 practicum hours is required."
Child and Adolescent Art Therapy,ATRP,630,"This course promotes an understanding of the theory and practice of art therapy with children and adolescents. Clinical applications of art therapy within diverse child and adolescent populations are examined with reference to the systemic, psychodynamic and cognitive models. Appropriate use of artistic media and play techniques are studied."
Research in Art Therapy ,ATRP,693,"Prerequisite: CATS 691.
This course is designed to foster the acquisition of knowledge and methodological tools in arts-based, qualitative and quantitative methods relevant to the field of art therapy. Emphasis is placed on the use of the practical tools necessary to conduct reliable and valid research."
Special Topics,INDI,686,This optional seminar addresses a topic or range of topics of relevance to the research interests of a cross-section of the students enrolled in the program.
Master’s Directed Research Course,INDI,698,"The student conducts research in a lab or another research site under the direction of his/her principal supervisor.
Note: The content will vary from term to term and from year to year. Students may re-register for this course, provided the course content has changed. Changes in content will be indicated by a letter following the course number, e.g. INDI 698A, INDI 698B, etc. These courses will be graded pass/fail."
Special Topics,INDI,686,This optional seminar addresses a topic or range of topics of relevance to the research interests of a cross-section of the students enrolled in the program.
Master’s Directed Research Course,INDI,698,"The student conducts research in a lab or another research site under the direction of his/her principal supervisor.
Note: The content will vary from term to term and from year to year. Students may re-register for this course, provided the course content has changed. Changes in content will be indicated by a letter following the course number, e.g. INDI 698A, INDI 698B, etc. These courses will be graded pass/fail."
Ceramics I,CERA,610,A studio course providing an opportunity for intense investigation into a broad range of issues in ceramics and other disciplines. Under the supervision of a professor the structure of the course allows each participant to pursue independent interests.
Ceramics II,CERA,611,A continuation of CERA 610.
Ceramics III ,CERA,612,A continuation of CERA 611.
Ceramics IV,CERA,613,A continuation of CERA 612.
Film Production I,FMPR,610,A studio course providing an opportunity to do advanced work in aesthetic and technical aspects of filmmaking with an emphasis on independent production.
Film Production II,FMPR,611,A continuation of FMPR 610.
Film Production III ,FMPR,612,A continuation of FMPR 611.
Film Production IV,FMPR,613,A continuation of FMPR 612.
Fibres and Material Practices I,FBRS,610,"A studio course providing an opportunity for intense investigation in fibres and material practices as well as other disciplines. Under the supervision of a professor, the structure of the course allows each student to pursue independent interests."
Fibres and Material Practices II,FBRS,611,A continuation of FBRS 610.
Fibres and Material Practices III,FBRS,612,A continuation of FBRS 611.
Fibres and Material Practices IV,FBRS,613,A continuation of FBRS 612.
"Intermedia (Video, Performance and Electronic Arts) I",IMCA,610,"A studio course providing an opportunity for intense investigation in video, performance and electronic arts, as well as other disciplines. Under the supervision of a faculty member, the structure of the course allows each participant to pursue independent studio practice.
Note: Students who have received credit for OPME 610 may not take this course for credit."
"Intermedia (Video, Performance and Electronic Arts) II ",IMCA,611,"A continuation of IMCA 610.
Note: Students who have received credit for OPME 611 may not take this course for credit.
"
"Intermedia (Video, Performance and Electronic Arts) III",IMCA,612,"A continuation of IMCA 611.
Note: Students who have received credit for OPME 612 may not take this course for credit."
"Intermedia (Video, Performance and Electronic Arts) IV",IMCA,613,"A continuation of IMCA 612.
Note: Students who have received credit for OPME 613 may not take this course for credit."
Painting I,PTNG,610,A studio course providing opportunity for intense investigation into a wide range of approaches to painting. Under the supervision of a professor the structure of the course allows each student to pursue individual interests in painting.
Painting II,PTNG,611,A continuation of PTNG 610.
Painting III ,PTNG,612,A continuation of PTNG 611.
Painting IV ,PTNG,613,A continuation of PTNG 612.
Photography I,PHOT,610,A studio course providing investigation into a broadly defined concept of photography. Under the supervision of a professor each student pursues independent studio practice.
Photography II,PHOT,611,A continuation of PHOT 610.
Photography III,PHOT,612,A continuation of PHOT 611.
Photography IV,PHOT,613,A continuation of PHOT 612.
Print Media I,PRIN,610,"A studio course providing intense investigation of the technical and theoretical concerns of diverse forms of print media. Under the supervision of a professor, each student pursues independent studio practice."
Print Media II,PRIN,611,A continuation of PRIN 610.
Print Media III,PRIN,612,A continuation of PRIN 611.
Print Media IV,PRIN,613,A continuation of PRIN 612.
Sculpture I,SCUL,610,A studio course offering the opportunity for intense investigation into the formation of visual and material culture in art. Under the supervision of a professor each student may pursue independent studio practice.
Sculpture II,SCUL,611,A continuation of SCUL 610.
Sculpture III,SCUL,612,A continuation of SCUL 611.
Sculpture IV,SCUL,613,A continuation of SCUL 612.
Directed Studio Practice,DISP,615,"Under the guidance of an instructor, students will pursue a directed studio practice."
Art: Ideas and Practices,ASEM,620,This seminar addresses the relationship between theory and studio practice. Professional and practical issues facing the artist will be discussed.
Seminar in Contemporary Art ,ASEM,641,This course addresses issues which situate and inform artists and their work.
Seminar in Contemporary Art ,ASEM,642,This course addresses issues which situate and inform artists and their work.
Special Topics in Art and Ideology ,ASEM,643,"Special topics will address a variety of issues that are factors in the making, presentation and the situating of art in society."
Special Topics In Art and Ideology,ASEM,644,"Special topics will address a variety of issues that are factors in the making, presentation and the situating of art in society."
Special Topics in Art and Culture ,ASEM,645,Topics are drawn from a variety of discourses to address the construction of identity in contemporary art and society.
Special Topics in Art and Culture,ASEM,646,Topics are drawn from a variety of discourses to address the construction of identity in contemporary art and society.
Special Topics in Media Arts ,ASEM,651,"Topics may address a wide range of critical fields related to media art practices, examining both conventional and non-traditional artworks such as performance, audio, video, and computer art, as well as other media."
Special Topics in Media Arts,ASEM,652,"Topics may address a wide range of critical fields related to media art practices, examining both conventional and non-traditional artworks such as performance, audio, video, and computer art, as well as other media."
Aspects of Contemporary Cinema ,ASEM,653,This seminar examines critical issues in contemporary cinema.
Aspects of Contemporary Cinema ,ASEM,654,This seminar examines critical issues in contemporary cinema.
Professional Internship,INTP,660,"Prerequisite: 21 credits completed in the MFA Program. Internship proposal must be supported by a full-time faculty member and approved with written permission by the MFA Graduate Program Director.
Under the joint supervision of a qualified professional and a full-time faculty member the student will be employed within industry, or by a professional organization or other relevant affiliation. Assessment is based upon a required paper, contributions to supervisory sessions and the successful completion of the internship (300 hours)."
Professional Internship I,INTP,661,"Prerequisite: 21 credits completed in the MFA Program. Internship proposal must be supported by a full-time faculty member and approved with written permission by the MFA Graduate Program Director.
Under the joint supervision of a qualified professional and a full-time faculty member the student will be employed within industry, or by a professional organization or other relevant affiliation. Assessment is based upon a required paper, contributions to supervisory sessions and the successful completion of the internship (150 hours)."
Professional Internship II ,INTP,662,"Prerequisite: 21 credits completed in the MFA Program. Internship proposal must be supported by a full-time faculty member and approved with written permission by the MFA Graduate Program Director.
Under the joint supervision of a qualified professional and a full-time faculty member the student will be employed within industry, or by a professional organization or other relevant affiliation. Assessment is based upon a required paper, contributions to supervisory sessions and the successful completion of the internship (150 hours)."
Independent Study ,INDS,670,"Prerequisite: 21 credits completed in the MFA Program. Independent study proposal must be supported by a full-time faculty supervisor and approved with written permission by the MFA Graduate Program Director.
The student explores a specific field or topic relevant to their area of study."
Independent Study I ,INDS,671,"Prerequisite: 21 credits completed in the MFA Program. Independent study proposal must be supported by a full-time faculty supervisor and approved with written permission by the MFA Graduate Program Director.
The student explores a specific field or topic relevant to their area of study."
Independent Study II,INDS,672,"Prerequisite: 21 credits completed in the MFA Program. Independent study proposal must be supported by a full-time faculty supervisor and approved with written permission by the MFA Graduate Program Director.
The student explores a specific field or topic relevant to their area of study."
Studio Project ,PROJ,691,"With the guidance of a faculty advisor, students prepare work leading to an exhibition or film project."
Exhibition or Film Project,PROJ,692,"Following the successful completion of the Studio Project, the student prepares a professional-level presentation within a public forum (gallery, screening room, etc.) accompanied by an artist’s statement. The candidate meets with an Examination Committee to describe the evolution of the work and to situate it in the context of current practice and theory. The Committee will question the student and determine whether or not to recommend that the student be awarded the MFA degree."
Ceramics I,CERA,610,A studio course providing an opportunity for intense investigation into a broad range of issues in ceramics and other disciplines. Under the supervision of a professor the structure of the course allows each participant to pursue independent interests.
Ceramics II,CERA,611,A continuation of CERA 610.
Ceramics III ,CERA,612,A continuation of CERA 611.
